	questionText	intent	answerText
1023	"My boyfriend and I have been together for five years now. Throughout the entire first day that we met, he and I had the opportunity to interact quite a lot and instantly sparked a deep connection with one another. That same night, he and a friend stayed over at my house (without my mom's acknowledgment) and we kissed. The next two days were a repetition of the first day. On the third night, my mother finally caught us, and I was kicked out of my house. I left with him of course, and we went from meeting each other to being like a married couple. It was very hard for us. His stepdad also kicked him out of his home, and we were staying at cheap hotels and friend's houses with the little money we had. I quit my job and dropped out of school because it was hard to do anything without a stable home. There were times when we had nowhere else to go but sleep in the car outside a Walmart parking lot. Our honeymoon stage, as they call it, probably only lasted one month. After that, it was a downward spiral. We were constantly arguing about money, food, and our families. We kept having the famous ""you're doing it wrong—do it this way"" argument. After six months, we moved across the country only to live the same thing, and that's when the violence started. One afternoon, after a serious argument, he got into his truck and threatened to leave me. I was frightened that he would actually go through with his word, given that we had just moved to a place where we knew no one. He told me to let him leave or he would hit me. He had once promised he would never touch me, so I challenged him to do it. He slapped me, and ever since that time, when we have serious fights, he loses control and hurts me. I haven't had the courage to leave him, and there's really nothing stopping me now. I don't live with him, I don't depend on him, and we don't have children. We both haven't been able to let go of that deep connection that we still have and that has been damaged so badly. He always apologizes, and at the beginning, he was more willing to change. Now he just wants me to understand why he does it and how I don't ever make the effort to try to be okay. I've read enough about domestic violence to know that it's not my fault that he loses control, so that's not even an issue for me. I know he has to change that on his own. I just want to know if there's people who have gone through this and had the tables turned? Is there hope for a better future together?"	domestic-violence	Hi Winters, I learned a long time ago that I can't ever predict who will change and who won't. I meet couples who seem to have all the ingredients but can't make it work, and others who have severe issues and they decide to make better decisions and things change. But in reading your story, the image of a slot machine came to mind. You're gambling your life away on the chance that this guy will change. Only you can decide how many years to give it. I see him giving you clear signs that he doesn't even believe in himself or want to change though. What are you waiting for?Although you say you know his behaviours aren't your fault, something tells me that you're hoping your love for him will turn the key that unlocks something and makes him want to change. It doesn't work that way. Just like the slot machine, you have no power to change him or make this work. You can only decide when you've paid too much. I bet there's someone out there who loves and misses you. He's not your only support.
1026	I've been with my boyfriend over 3 years. He cheated on me and the woman is now pregnant. He is physically and mentally abusive towards me. I have attempted to talk with him in order to resolve our issues; however, he never wants to talk and often blames me for everything. I’m always there when he needs my help. He tells me although I help him doesn’t mean that I am a good person. He always discredits me as a woman and it’s hurtful. I spend most day crying and feeling lonely. I am unhappy and unsure of what I need to do.	domestic-violence	That sounds like a very hurtful situation. Unfortunately, without a batterers intervention course or a desire to change, the abuse cycle is unlikely to stop. I do not recommend that you try to leave on your own due that being the most dangerous time when in an abusive relationship. As an abuser, his goal is to control you whether it's through mental or verbal means. I recommend that you contact a domestic violence shelter in your area. I have worked closely with Harbor House of Central Florida and know they provide housing, transportation, and any other needed resources to women leaving an abusive relationship. There is help out there and you are not alone. If you need any additional resources in your area, please don't hesitate to contact me.
1027	I have a child with my baby mother. She works I take care of our young son. She says she is not cheating I have not found anything but she always putting me down, telling me to get out and telling me she doesn't love me, but then the next day after our fight she says she does. I'm having a hard time because before our child she said she was raped by a family member but she never went to the hospital or the cops. Now me and my family don't talk. She's always telling me I'm annoying and just belittles me. Nothing I do is right. She says I work you watch the baby. On her days off she never cooks or cleans. I have no friends or family and a couple months ago she was confiding to some guy, but says he's not any thing to her. What do I do? I don't want to leave.	domestic-violence	It sounds like you are in a tough situation. You have to ask yourself why you don't want to leave her. Is it because of the child? Or is it because you want the relationship to work? You must consider that being in an abusive relationship is not healthy for you or your child. So if the abuse continues, it would be more beneficial for you and your child to move out.On the other hand, if you are just wanting the relationship to work out despite its current state, you need to evaluate whether the relationship is worth salvaging. It seems as though you are very unhappy and undervalued in this relationship. Although your question revealed just a short bit of information, I didn't read about any positives in the relationship. Sometimes it's extremely hard to leave a relationship even though you know that the relationship itself is harmful for you. However, with time and focus you can do it. Each day will get a little easier and you have to trust yourself that you are making the right situation for you and your child.However, if you really feel that you want to stay in the relationship, you have to be upfront with her. You need to tell her exactly how you feel and give her specific examples of how she is hurting you. This gives her a chance to render the situation. If after this there is no improvement, I suggest that you start reconsidering your decision to stay.I also think it would be valuable for you to start engaging in things outside of the home that make you happy. Are there any hobbies you enjoy? Are there any groups in the area that you can join such as playgroups that will allow you to engage with other parents? Start looking into these options and finding an avenue for you to do something for your own benefit.It is certainly not healthy for you to isolate yourself from friends and family. You need to have additional support networks besides the one with your girlfriend, especially since this has not been a healthy environment lately.Thank you for reaching out. I wish you the best of luck with your relationship.
1028	I’ve known my boyfriend for several years. We were friends for a long time. In 2013 we started a relationship, and he even asked me to move in with him since I lived out of state. I planned to move in with him in 2014 after I finished school and he found a job. However, during this time we had a few arguments and broke up with each other for a short period of time. We decided later to make it work. Shortly after, I found out that I was pregnant. I wanted to tell him during his next visit. However, he never came to see me and instead asked me for money. After I gave him money, he quit answering my phone calls and texts.    Soon after, I experienced a miscarriage. I texted him about what had happened, and he didn’t seem to care. I was extremely hurt by this. I still decided to move back as I had originally planned. He helped me with the move and replaced the money I had lent him. During this time, I asked if he wanted to be in this relationship because I needed to know. Although he says he did, I hardly ever see him. He never got a job, which was in the original plan.    After that, we both started seeing other people for a short amount of time but once again got back together. Once we got back together, I cut all ties with the former relationship I had been in. I thought he had too. But I found out that he did not attempt to do as I did and was still talking with another woman. In fact, he had even sent inappropriate pictures to her. When I confronted him about this, he wasn’t apologetic. He said that he only did it to get even with me and was actually mad at me for looking through his phone. He even closed his car window on my finger and tried to throw me out of his car. I don’t know what to do.	domestic-violence	There are plenty of red flags that you have been presented with:Several breakups Not holding up his end of the bargain regarding workLack of empathy for your miscarriageLying about his involvement with another womanPhysical violence, which is of most concern. This seems to be a very unhealthy relationship. In my experience, relationships such as these rarely become positive ones. Violence is never okay and regardless of his reasoning (you looking through his phone), it is indefensible. You have to look at these red flags and ask yourself, “Is this really someone I want to marry? Is he an asset to my life?” I think you’ll realize he is not.Best of luck to you and please know that you deserve someone who treats you with kindness, dignity and respect.
1029	Now I have anger and trust issues. How can I treat this and fix myself?	domestic-violence	I will assume that for whatever reason, you either do not want to or are not able to seek counseling for this. However, I highly urge you to do so because long-term childhood abuse does have negative consequences for your life as an adult, as it seems you are already aware. There are confidential and free crisis hotlines that you can call that deal with sexual abuse. Some/most also offer free counseling services in local areas. That would be a good place to start looking, especially if cost of counseling is an issue.The important thing to know is that what happened was not your fault and that you deserve to live a happy life free of the past. Having anger and trust issues after something like this is a perfectly normal reaction to what happened to you. Angry? Yes! At your brother for what he did, at your parents for not protecting you. Having trouble trusting? Of course! The very people who were supposed to love and protect you hurt you instead. Two books that might help you are Codependent No More and Boundaries: Where You End and I Begin.
1043	Any time things get heated, the past gets brought up. I raise my voice at her to try to get a point across. She asks open-ended questions but always has to turn my own answer against me. She's seven months pregnant. I have drank in the past, but I'm not dependent on alcohol—I only drink at social events.	anger-management	Have you tried to talk about the subjects of the past, in the present at a time in which there is no heat between the two of you?Since your gf would like to resolve situations from the past the best way to do so would be to talk about them.  The more you try to avoid certain subjects the more likely they will come up between you at worse possible moments.If you can get ahead of the pattern of old topics coming up without your control, then try scheduling a discussion about them.  This by itself will show your gf you care about what she cares about and this may be one quality she would feel good about.
1044	When I got home, my boyfriend and I got into an argument. He got upset and he started hitting his face. That is the first time he has ever done that, but I would be lying if I said that didn't scare me. I locked myself in the room.	anger-management	Sounds scary to watch.  I agree with you!Maybe he felt so overwhelmed by anger, hurt and frustration that he went back to an old behavior from his past in which someone hit him for having strong emotions.Now that the incident is past, bring up the topic to him so the two of you can discuss it.Just the fact of you having empathy and caring what he was feeling at the time, may be restorative to him.At the very least, you may find out exactly what the answer is to your question as to why he did this in the first place!
1045	Everything just makes me upset.	anger-management	Anger often comes with a lot of other emotions. Consider what else you may be feeling at the same time and keep track of your different mood changes. You may be able to notice patterns, such as being more frustrated when you don't sleep well. If you do feel as though you are mad all the time, can you think of any exceptions so you can see what is different in those times?
1046	I get really mad easily at my parents and family.	anger-management	Anger is not necessarily a bad thing. If you are angry and you can talk about your feelings, that would be very helpful. Anger usually comes along with something else, like feeling sad, worried, overwhelmed, confused, and many others. Consider looking at what you notice in addition to anger and you may have a different starting point. If you get along well with friends and don't get angry with them, look at the differences. Do you feel criticized by your parents or family? Misunderstood? There could be any number of things.I wonder if you start getting angry very slowly and it builds or if it happens quickly. Try to keep an eye on the patterns and see if you can stop and look at what else is going on as you start to get angry. Anger is a real emotion in itself. It almost always connects to something else as well.
1047	My long-term girlfriend broke up with me recently. She says it's because of my anger.	anger-management	I need help controlling my anger.Anger is like a blanket that contains other emotion from bursting out and serves as a shield to protect us when we are not able to manage external issues.   Anger also helps us understand that there’s something wrong that needs to change.  Once we understand that something else caused us to feel angry, then we can explore the source of anger. Ask yourself: Why am angry, Am I hurt, disappointed, confused, embarrassed etc.?  Once you find the answer, explore how often that happens and what’s your reaction.  Then explore how else you could respond or react.  You could use I-statements as a way to communicate your true feelings to your girlfriend or whoever is involved in the scenario.  This is a good exercise to practice with your Counselor or mental health provider because many unresolved issues may arise during this exploration, especially if you have been angry for a long timeAlso, it is important to understand the difference between anger and aggression and learn to manage our anger before we act on it.  Anger is a feeling; aggression is when you act out your anger physically, verbally and psychologically.  Find ways to vent: crying or sweating will help to release your anger, and balance the chemical response that our body creates when you become angry.  Physical activity and meditation exercises can also provide a break when you manage strong emotions.Necesito ayuda para controlar mi coraje.El coraje es como una manta que cubre otras emociones evitando que se desborden y sirve como un escudo que nos protege cuando no podemos manejar problemas externos.  El coraje también nos ayudo a entender que hay algo mal que debemos cambiar.  Cuando entendemos que algo mas causo el coraje entonces podemos explorar la fuente.Pregúntate a ti mismo: ¿Por qué tengo coraje, estoy herido, decepcionado, confundido, avergonzado, etc.?  Ya que encuentres la respuesta, explora cuan frecuente tienes esa reacción.  Luego explora como puedes reaccionar en otra ocasión.  Puedes usar expresiones del Yo para comunicar tus verdaderos sentimientos a la persona envuelta en la situación.  Esto es un buen ejercicio para practicar con tu Consejero o profesional de la salud mental ya que otros conflictos sin resolver pueden surgir durante este proceso de exploración.También es importante entender la diferencia entre el coraje y la agresión, y aprender a manejar el coraje antes que actuemos.  El coraje es un sentimiento y la agresión es cuando expresas tu coraje agrediendo a alguien, física, emocional o sicológicamente.  Encuentra maneras de desagotare, llorar o sudar te pueden ayudar en este proceso al balancear la respuesta química que crea el cuerpo cuando estamos molestos.  El la actividad física y la meditación también pueden ayudarte a relajarte y tomar un descanso cuando manejas emociones fuertes.
1052	I have not been able to really sleep. I stay up all times of the night not even knowing why. Every day, I feel like I have anger inside of me. I have a little family, but I can't open up to them like I want to. I have a son, and I feel that I take my anger out on him by screaming at him.	anger-management	Best question is....what are you so angry about?  You can't stop being so angry until you figure out what is the root of your anger.  If you feel like you have anger inside, while I am sure you do.  Taking it out on your son is only passing on the hurt and anger.  This will be inside him too.  Get some professional help so that you can be happy and have a happy child.
1053	My issue isn't resisting angry urges; it's the anger itself. My rage is extreme and vastly disproportionate to the direct stressor. It causes violent thoughts, but I never act. I stay lucid enough to know the rage is violent, not me. I don't want to drown myself in anger and resentment.	anger-management	Knowing how you feel and also being able to stabilize yourself to act upon the tremendous anger you feel, are fine qualities.Anger, whatever the magnitude, generally reflects emotional pain that has not yet been placed into words.Try thinking over your growing up years because maybe you will discover certain repeated dynamics which upset you and that no one helped you feel secure through such times.Also, if either of your parents drank too much and raged when they were drunk, you may be repeating their patterns of how to respond to situations.   Even without drinking, the response patterns of yelling and throwing things are frightening enough to leave a permanent memory.If this describes part of your childhood, then it is possible you are becoming angry because it was the only emotion that either of your parents was able to express.
1057	I don't know how to notice or express my feelings besides anger. That's really the only one i feel.	anger-management	Well, then give yourself some credit for noticing that you recognize at least one feeling that you have!What is your own theory as to what is difficult to know your feelings?  Your answer will give you clues as to unearthing your willingness to be aware of the way you feel.Sometimes the family in which someone grew up, did all they could to stop the kids from knowing who they were.In some families there were very severe consequences if a child spoke up with an independent mind.  By knowing where your difficulties started, you may very well be able to release the situation in which you learned to suppress your feelings.Also, spend some time with yourself just enjoying who you are.  Often, people who have difficulty in expressing themselves, suffered shame and humiliation as a child.  They have a chronic sense of worthlessness, and feeling worthless certainly works against self-expression.  By having a good time being with yourself, you may increase your self-appreciation and this will go a long way to believing that your feelings are worth knowing and stating.
1058	The sounds of eating and breathing gives me headaches—mostly mouth breathing and snoring. It makes me angry, and I want to solve it myself.	anger-management	Probably good to know in what type of situations you are, in which you are hearing mouth breathing and snoring.If you're sleeping beside your partner who does these actions, would have a different response than if you overhear mouth breathing and snoring from a family member who is napping on the couch and you are walking past them on your way to take a snack in the kitchen.Basically, if the person who does these actions which bother you, start by telling them.Depending on whether they are empathetic to how distressed you are from their sounds, or not, willing to change, or not, has a good deal to do with next steps.I don't really see any step you're able to take to solve that you are sensitive to human sounds from the head.One path I don't recommend is expecting yourself to ignore the fact of being feeling bothered, or dismissing your own sensitivity someone.Your needs matter.
1059	"I need answers to my anger, possessiveness, and urges.
 I am angry all the time. I push people away so much that I actually blow up on people now because they ask me how my day is or was. I have a possessiveness to someone who is not even mine. I have these urges to hurt someone really bad. I want to see them beg for me to stop hurting. I want to hear their agonizing pained-filled voices. What is wrong with me?"	anger-management	"What result are you hoping to get from the behaviors you describe?Maybe start by comparing the results you see yourself receiving from your current interactions, with how you would wish to feel from relating to others.Since you ask, ""what is wrong with me?"", there is a disconnect between what you are doing and what you'd like in return.This is true even with imagining doing harm to others.What are you really trying to accomplish for yourself by hurting others?Besides the unethicalness and criminality of this and legal consequences of arrest for such behaviors, what gain which is not evil, do you expect from overpowering and imagining you control another human being?"
1060	I have a really bad temper. I get mad very easily then stay like that the whole day. I don't mean to be that way, but I can't help it.	anger-management	A lot of times the anger someone expresses is from feeling a deep level hurt within themselves.   A surface situation, like, a store told you they'd have delivery of a certain item by Tuesday, and when that particular Tuesday comes, the store doesn't have what they told you they would, and you are furious.The fury may have more with many times before in your life, having been deeply let down by someone who mattered to your life at the time, who similarly promised something and failed to deliver whatever it.If at the time of feeling let down by someone important in your life, the relationship didn't allow for honest expression of all your emotions, you'd have learned to hold in what you realized would not be tolerated if you expressed it clearly.Without practice of being heard when feeling hurt by someone, eventually the person, possibly you, learned to contain and contain your emotions.It is possible that the anger you feel at a variety of situations lately, are muting hurt feelings that you've understood from relating to meaningful people in your personal history, to not talk about.As a way to find out if you feel other emotions in addition to anger, take some time to reflect on what triggered your anger and whether its possible that hurt emotions which nobody whom you know wants to hear,  are really the underlying source of your upset.I hope you will enjoy some new discoveries about yourself and your emotions!
1063	I don't know what's with me. I'm almost constantly angry. Even when I'm happy, I still feel anger inside me. When I acknowledge it, it ruins my mood and takes over. I get angry at the littlest things. Even if I think someone said something they didn't, it infuriates me. Something perfectly normal can make me go off. When my anger flares up, I get a terrible pain in my chest that lasts for a while. It's like there is a fire constantly burning in my body, and anger is gasoline.	anger-management	Hi Nashville, I'm glad you want this to be different. It doesn't feel good to be angry all the time, and it's stealing your energy as well as affecting relationships, I'm sure.Working with a therapist, you can learn to recognise the deep emotions that lie underneath the anger. It's likely to be either powerlessness or worthlessness, and what happens is this... a small moment in the present touches on an old, tender, bruised emotion that we've simply felt too much of or too strongly in the past. We develop ways of avoiding these vulnerable emotions, and anger is one way of doing that. So, when someone looks at you in a certain way, or says something, you'd rather be angry than feel powerless, or unimportant (or whatever your kryptonite feeling is). In that moment, your instinct is to blame whatever happened, no matter how small, because that's the thing that happened just before you got mad. You fail to recognise that the problem is not the look on that person's face, or the shoe that someone left in front of the door...it's that you can't stand feeling something and you want to avoid it like you want to stamp your foot out if it's on fire.I suggest finding a therapist to work with. You can learn to take responsibility for your old emotions and find new ways to manage them. :)
1064	When I see something I don’t like, I go off like a ticking time bomb. I go from “0 to 100” really quickly.	anger-management	Sometimes we react to situations immediately, without thinking of the consequences of our actions. Typically by not reacting right away, we are better able to gather our thoughts, see the situation more clearly and from other perspectives, and respond more calmly. One of the strategies that almost always helps is deep breathing. When faced with a stressful situation, you can give yourself a time out by removing yourself from the stress and spend 5 minutes taking deep breaths (breathe in slowly counting to 4 and breathe out even slower counting to 6), while focusing and thinking only about your breathing. After doing so, think of the various ways you can respond to the situation and choose the one most appropriate. Good luck!
1065	Every time I speak, he says I anger him. Also, when he’s mad at something, like work, he gets angry at me. I feel like we’re so distant from each other now. We used to laugh all the time, and I feel like he lets too much negativity in. What should I do? We've been married for two years but together for seven.	anger-management	"Hi, Newark. It sounds to me like your husband is going through something, and I think you understand that. You might feel very helpless, sad, and disrespected at the same time. He's changed. It's unfair for him to blame you for his emotions. His mood issues are about him, not you, and he's either not recognising that or not taking responsibility for it. Are you respecting yourself here by drawing appropriate boundaries? You can let him know when you feel disrespected, and what's not okay with you.He may be experiencing depression, which often shows up as irritability in men. It could be that he's not telling you something, or he's unaware of his emotional processes. You can try a ""I'm really worried about you. You don't seem happy and I don't know how to help you. Some things are happening that aren't okay with me. Will you see a therapist?"" approach. Perhaps you could go with him the first time?  It's about a combination of compassion, self-respect and seeking professional help, I believe. I wish you well."
1066	I'm a teenager. I get random spurts of anger, like complete, pure rage. I figured it was hormones, but others notice it too. I get self-destructive. I used to cut but stopped. Now when I get mad, I bite my arms and fingers, pull my hair, scratch my face, or punch my thighs. Basically, I do things I can hide instead of breaking anything in my room and having to explain it to my mom. I don't live in a bad household. I have a great family, a great relationship with my boyfriend, and a good job. I have no idea what this is and I don't know how to control it. It's over any little thing. Tonight, it was because I couldn't get my earrings out. This happens maybe two to three times on a good week, and it's always over stupid, petty things.	anger-management	"Hi. I'm glad you wrote. In general, when a small thing bothers us (and this happens to all of us), it's because the small thing triggers an emotion in us that we have felt ""too much"" or ""too intensely"" in the past, and we don't know how to manage that emotion effectively...we just want to avoid it as quickly as possible. Cognitive Behavioural Therapy with a qualified therapist can help you to understand what is being triggered in you and learn how to manage emotions productively. You say that your behaviours are self destructive, and I agree. It sounds like you have developed a habit of channelling your distress towards self-harm, and this is a separate and potentially more serious problem. This is a choice you make that points to shame being an issue for you. Again, a good therapist can help you learn what's behind your shame and self-harm. Your feelings are normal, and you can learn more healthy ways to deal with them with qualified help."
1067	I easily recognize this but have no control over it and need suggestions for managing my anger.	anger-management	I suggest that you work on emotional awareness. Emotional awareness basically means knowing what you are feeling and why.Emotional awareness also means that you can identify the link between the way you are feeling and your actions. In other words knowing that your feelings dictate what you do.Often feelings of hurt or insecurity can come out as anger if we cannot properly identify and express the feelings.Being emotionally aware also means that you are able to express your feelings to others. Being unable to do so leads to feelings of frustration and being misunderstood.Many people for many different reasons are not in touch with their emotions. For example, men traditionally have been brought up taught to not express sadness or weakness. Therefore, many men learned to turn feelings of sadness, insecurities, or fears into anger and express these feelings as anger. Being taught not to feel a certain emotion does not make that emotion disappear. Instead it makes us learn how to express it in other, incorrect, ways. If a man never learns to say “I am sad” or “that really hurt my feelings” and instead lashes out in anger, then the response they get from those around them will be to the anger and not a response to the underlying true feeling, which will leave the man feeling alone and misunderstood.You can control yourself and not explode. Walk away, remove yourself from the situation, do whatever you have to do to not lash out. Instead of reacting the way you normally would, go somewhere by yourself and think about what just happened and try to understand why such a “simple” thing upset you. What is the real feeling driving these outbursts? Maybe you can begin to recognize an underlying pattern. It might help to keep an anger journal. Write down everything that gets you upset. That might help you see a pattern and pinpoint what may be setting you off. Talking with a therapist about this would be beneficial in helping pinpoint the underlying cause of the outbursts you are experience.
1070	I get an uncontrollable swallowing that is repetitive and then somewhat out of body feeling that lasts no more than a minute or two. It usually happens in bed at night, but I occasionally experience this during the day. I have a benign brain tumor, but the doctor said it is not associated with this.	sleep-improvement	I'm not entirely sure whether this relates to something in the mental health realm or if there is something else happening. I know you said that your doctor said it is not related to your physical condition, but have you tried speaking with your primary care physician? I've seen people with many different symptoms that end up being related to acid reflux or something of that nature. As far as the out of body experience, there are different stages of sleep, so if this is happening in the middle of the night and you are waking up from a dream, you may not be fully awake when it's going on. These are just some thoughts, but I think talking to your primary care physician would be a great place to start.
1071	I'm a teenage girl, and my dad is an alcoholic. I hate being at home with him because he just stresses me out. He can be picking me up from basketball practice or piano lessons, and half of the time, I don't even know if he's sober or not. I refuse to get into the vehicle with him and walk home sometimes. I've either been barely sleeping or I over sleep, so I'm always tired. I live in a small town, so there's no one I can really talk to because I'm not really that close with my family.	sleep-improvement	"Hello, and thank you for your question. You are clearly a
resourceful young person to reach out like this to find help. Good for you. I
have a few ideas and perhaps some other counselors will add some thoughts, too.

First, good for you for taking care of yourself and making
really good decisions – such as not getting into the car with dad when he is
intoxicated. It is really important that you consider your safety above all
else. 
To answer your heading question, yes, it is quite common for
people to blame themselves for other people’s actions. There are various
reasons why we do this. For one thing, someone may tell us that their behaviors are our fault. And depending on things like our relationship to that
person, past experiences, and our self-esteem, we may actually start to believe
it. What is important to remember is that your parents have the responsibility
to be sure that you are safe and
cared for, not the other way around. 
As for the other things you mentioned, I am concerned about both
your physical and emotional safety and well-being. It sounds like your father
has an alcohol abuse problem, and living with someone who is struggling with
addiction can be hard for anyone, let alone a teenager who is also trying to
deal with things like school. 
You may want to see if your school has a counselor or
someone you can talk to about what is going on. I will tell you that in some
states, what you have told me may be something that a counselor would have to
report to child protection services, but not necessarily. If you are concerned
about that, ask the counselor what they are obligated to report. 
If you don’t know a counselor, think about any other adult
that you would feel comfortable talking to. They may have some ideas. 
Sometimes individual states have non-profit chat lines or
hotlines for teens to call if they are struggling with things. You may be able
to find something like that in your state. I do warn your about doing random
searches, not every website is good, so be careful. 
This is clearly a tough spot for you to be in, so one of the
things that I encourage you to do while searching for support is to focus on
taking care of yourself. Sometimes things like this can really bring us down and
we stop doing the things we enjoy. Try really hard not to let that happen. If
you have interests, do them. If you catch yourself thinking too hard about
things, try to find something fun to do to distract yourself. Try to take care
of yourself in other ways, such as eating well. Exercise can really help when
we get stressed. 
I hope some of this was helpful. Good luck.
 
Robin J. Landwehr, DBH, LPC, NCC"
1078	I've pretty much been on my own since day one, I'm a middle child of five, and I can't seem to put my trust in anyone. It took me four years to finally open up a little to my best friend. Every time I realize that I have feelings for someone, I freak out and never talk to them again. I really want some help.	intimacy	One way to concentrate is that if your mind starts to wonder then remind yourself to bring your attention back.Start with short time spans of expecting yourself to concentrate.  You'll more likely succeed with concentrating with small time spans than longer ones.Once you start seeing your success, this will motivate you to try increasing the length to expect yourself to concentrate.The task of self-reminding is the same, whether for long or short time periods.Also, before starting this exercise ask your medical doctor if the problem can be related to a physical health problem.If there is, then have the possibility ruled out that your difficulty concentrating comes from the mental ability to concentrate, and not some medical reason preventing this.Before someone can engage their psychological will there must be a clean medical body and mind with which to work.
1088	"For some reason I feel very uncomfortable with my girlfriend showing off her body in certain poses on social media. I know she is proud of her body and I respect that, but I dont feel comfortable with her openly showing off her body the way she does.
   Anytime I bring it up to her she thinks Im calling her a whore. How can I deal with my girlfriend showing off her body on social media and not hurt her feelings?"	intimacy	Ask her to consider your feelings not only her own defensiveness that she is called a whore by you.Clearly since you're writing on a site which offers psychological and emotional support and guidance, you do not consider your gf to be a whore.She may not realize or considered that you are somewhat protective of who sees her body.   In the end she may not want the privacy over her body which you are encouraging her to have.At least you will have the satisfaction to know you stated your actual reasons for your request, and did not rely on the ones she imagined you have.
1124	I was with my friends at the park, and we were talking and having fun. After a while, I met a girl there. We talked and flirted for a while, then we gave our numbers to each other and left. We talked for a few months, then we met up again. She kissed me, so I assumed we were dating. Then I found out she has a boyfriend.	intimacy	I'm sorry for your disappointment with this girl.Maybe next time you start to like someone talk with the person to find out if they feel similar to you.   This way you have a good chance to avoid being hurt in the way you describe here.Even if the person doesn't give you a straightforward answer to their feelings for you, you'll gain a little more information by listening to how seriously they consider your question, what their body language is like, whether or not the person seems sincere.Listen to your gut.If you feel unsure the person likes you as much as you like them, then wait a little while to see if your feelings about the person or their feelings about you, change and in what direction they change.Keep yourself informed as best you can so you'll know you did as much as possible to kiss someone who understands your kiss the way you mean it to be understood.
1125	He's gone for 11 weeks for a band camp. It's week two right now. We used to be Intimate a lot, and now since he's busy 12 hours a day, we can't really be Intimate, even over the phone. Is it normal for me to more sensitive in general?	intimacy	Well yes, physical intimacy does give all sorts of positive feelings.  The sudden withdrawal of these is certainly possible to trigger a reaction like the one you describe.
1132	He told me he started to back away because I was asking for too much in the relationship. The more I tried to fix things, the worse it got. I want to make us better again, but I don't know how.	intimacy	Have you asked your boyfriend directly this question?It is a good question and possibly would open a necessary clarifying discussion as to what each of you expects from the other.
1144	My boyfriend lost his dad to suicide. He says that because his dad died, so did his heart. He says that he can't be there for me or love me anymore and wants nothing to do with me ever again. Why is he doing this when we were very happy together? He says that I have done nothing wrong but he just can't be with me.	intimacy	I am sorry to learn of this.  You must be extremely frustrated and heartbroken.  To begin, he is correct.  You have done nothing wrong.  This is entirely a coping mechanism in overdrive.  It is fear.  It is anger.  It is extreme sadness.  It is feelings of abandonment.  It is intense emotional pain.  It is his way of protecting himself from potential unexpected additional loss.I am not familiar with how old this post is, but often, it will require time and understanding.  If he speaks with you, encourage him to get grief counseling.  Do not encourage it for your relationship, encourage it for his betterment coping with losing his dad.  Start there.  Good Luck.
1145	Ever since my ex-boyfriend and I broke up, I can't seem to get close to anyone else. I know I'm completely over him, but I just can't break down my walls and let someone new into my life.	intimacy	"Hi Bend, You're scared, right? That makes sense. Each time we have a break-up we are a bit more in touch with how much is at stake in this whole love and relationship business. We are falling in love and letting someone close to our hearts and there's a vulnerability in that; we can get hurt. Who you partner with long-term is a big decision and it determines 90% of our happiness in life. The good news is that when we're just starting to get to know someone, we can take it slow. I think maybe you are slowing yourself down instinctively here, and that's okay. We are naturally people of attachment and it won't likely last if you are normally an open and accessible person who doesn't put up walls. So part of what I want to say here is don't pressure yourself too much. Take the time to heal naturally and listen to your instinct that is telling you to take things slow. :)As well, there are a few things you can do to make sure that the walls do eventually come down, or will come down for the right person. First, think about the lessons you learned from this past relationship. What do you feel proud of? What do you need in a partner? What mistakes did you make? Use this experience to grow in your awareness of how you work in a relationship and what you need from a partner.Look at your thoughts. Are you having generalized negative thoughts like ""No one will ever love me again?"", or ""I'm going to get hurt again"", or ""I can't trust myself""? If so, write down what these thoughts are, and then ask yourself what evidence supports these thoughts. Fear tries to convince us that there is either something wrong with us or that something bad will happen, but it does so with little or no evidence of this ever happening!! It sells us a line based on no concrete evidence. Then ask yourself what evidence supports the opposite thought. What is the evidence that I am lovable... that there are safe, good people out there... that I can trust myself? Eliminate the negative thoughts, and add the positive ones. It's simple but very powerful.Lastly, take concrete and careful steps to act as though there are no walls. What is the evidence of the walls? Can you take purposeful baby steps in the direction of lowering those walls? When we act as though something is true, we start to feel it and believe it more.I hope you will find yourself back on track eventually, with time. :)"
1151	My husband cheated while I was pregnant with our son with a so-called friend. This was before we were married. We split and eventually worked things out. I thought I trusted him so we got married. Now he flirts with girls in front of me. I've talked to him, but nothing helps.	intimacy	This sounds very painful for you.Are you able to tell him how his flirting affects you?Maybe he doesn't care enough to change, and maybe he does.Long term if he continues this then usually people feel they have two choices, put up with it, which of course greatly reduces the sense of satisfaction in the relationship.   Or, of course, you can decide to end the relationship.  This choice is quite significant now that you have a child together.  Give yourself plenty of time to think over the best outcome.
